,Coord_1_Casa,Coord_1_Lavoro,Coord_2_Casa,Coord_2_Lavoro,Giorni_al_1Lav,Giorni_al_2Lav,Id_Term,Km_Percorsi,N_Case,N_Giorni_Pres,N_Lavori,N_Soste_Univ,Notti_1Casa,Notti_2Casa,Notti_In,Notti_Out,Trans_Confine,Veh_Type
556,"[10.849098, 45.396774999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707133,19740.159000000018,1,37,0,0,11,0,14,5,40,2
557,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707157,515975.41890000034,0,6,0,1,0,0,1,4,3,2
558,"[10.023175999999999, 45.143999000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707170,3232.9163999999973,1,41,0,0,40,0,40,0,0,2
559,"[10.02632, 45.143906999999999]","[-1, -1]","[9.9973949999999991, 45.147267999999997]","[-1, -1]",0,0,2707175,13646.389199999949,2,44,0,0,41,2,44,0,90,2
560,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707195,21858.454700000013,0,2,0,0,0,0,0,1,0,2
561,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707207,589380.6164000002,0,3,0,1,0,0,0,2,0,2
562,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707208,70208.87590000004,0,4,0,1,0,0,0,3,0,2
563,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707209,52137.46299999998,0,5,0,1,0,0,3,1,0,2
564,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707231,302.0392000000001,0,2,0,0,0,0,0,0,1,2
565,"[10.026234000000001, 45.143926999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707233,7778.121399999968,1,20,0,0,18,0,19,0,32,2
566,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707236,734036.843400001,0,8,0,1,0,0,0,7,1,2
567,"[10.026327999999999, 45.143926]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707237,3991.136100000005,1,10,0,1,9,0,9,0,28,2
568,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707241,269.5094000000001,0,2,0,1,0,0,1,0,0,2
569,"[10.247216999999999, 45.649552999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707256,10828.537900000045,1,41,0,0,39,0,39,0,14,2
570,"[10.24661, 45.649759000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707315,17164.14510000002,1,41,0,0,40,0,40,0,16,2
571,"[10.246081999999999, 45.650024999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707316,3384.867600000002,1,40,0,0,37,0,38,0,0,2
572,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707321,355052.5710999957,0,24,0,1,0,0,0,23,12,2
573,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707322,110.62150000000001,0,2,0,1,0,0,1,0,0,2
574,"[10.14315, 45.518006]","[-1, -1]","[10.018744999999999, 45.587879999999998]","[-1, -1]",0,0,2707323,2773.1555000000067,2,35,0,0,27,4,32,0,1,2
575,"[10.873702, 45.152143000000002]","[-1, -1]","[10.839074, 45.100462]","[-1, -1]",0,0,2707327,14314.085500000012,2,35,0,0,24,2,26,2,66,2
576,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707328,194.1805,0,1,0,1,0,0,0,0,0,2
577,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707329,707152.6249000003,0,10,0,1,0,0,3,6,3,2
578,"[10.848063, 45.164036000000003]","[-1, -1]","[10.839091, 45.100462]","[-1, -1]",0,0,2707337,3410.517800000001,2,10,0,0,4,4,8,1,5,2
579,"[10.484182000000001, 45.392451000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707340,3846.854300000003,1,47,0,1,41,0,42,0,0,2
580,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707343,564797.3544000005,0,7,0,0,0,0,2,3,0,2
581,"[10.101167999999999, 45.180993999999998]","[-1, -1]","[10.008538, 45.128822999999997]","[-1, -1]",0,0,2707346,10029.060099999982,2,55,0,0,51,2,54,1,22,2
582,"[10.223024000000001, 45.558933000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707347,371893.1888000003,1,11,0,0,2,0,5,1,3,2
583,"[10.185733000000001, 45.547139999999999]","[-1, -1]","[9.9648280000000007, 45.567979999999999]","[-1, -1]",0,0,2707350,24682.03819999995,2,47,0,0,15,10,44,0,24,2
584,"[10.543184, 45.199629999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707356,14227.774599999992,1,7,0,1,3,0,3,3,0,2
585,"[10.224202, 45.558791999999997]","[-1, -1]","[10.029342, 45.568156000000002]","[-1, -1]",0,0,2707372,626244.8868999997,2,21,0,0,4,2,14,4,12,2
586,"[10.526071999999999, 45.574750999999999]","[-1, -1]","[10.49241, 45.623534999999997]","[-1, -1]",0,0,2707376,28454.98739999993,2,40,0,1,13,5,35,2,9,2
587,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707388,783647.4527000003,0,5,0,1,0,0,0,4,1,2
588,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707394,648978.6950000065,0,4,0,1,0,0,0,3,3,2
589,"[10.476832, 45.411197000000001]","[-1, -1]","[10.485894999999999, 45.454794999999997]","[-1, -1]",0,0,2707395,23294.27280000004,2,43,0,1,30,3,40,0,26,2
590,"[10.477024999999999, 45.411282999999997]","[-1, -1]","[10.478142, 45.442284000000001]","[-1, -1]",0,0,2707398,26567.164600000004,2,42,0,1,26,2,38,1,19,2
591,"[10.477069, 45.411315000000002]","[-1, -1]","[10.452579999999999, 45.427066000000003]","[-1, -1]",0,0,2707404,23339.098699999977,2,41,0,0,22,3,34,1,22,2
592,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707421,32.54859999999999,0,1,0,1,0,0,0,0,0,2
593,"[9.79908, 45.645434000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707433,67664.04319999999,1,6,0,1,3,0,3,2,3,2
594,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707441,501418.6902000001,0,9,0,1,0,0,0,9,0,2
595,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707443,579357.705599998,0,10,0,1,0,0,0,9,2,2
596,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707470,648.8106000000001,0,1,0,1,0,0,0,0,0,2
597,"[10.105986, 45.550393]","[-1, -1]","[10.073335999999999, 45.557808000000001]","[-1, -1]",0,0,2707473,2584.853099999979,2,61,0,0,48,2,51,0,0,2
598,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707487,50253.57279999999,0,7,0,1,0,0,0,6,3,2
599,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707502,650452.2942000015,0,6,0,2,0,0,0,5,4,2
600,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707515,784419.0993000021,0,16,0,2,0,0,2,13,3,2
601,"[10.476988, 45.411378999999997]","[-1, -1]","[10.48654, 45.455432999999999]","[-1, -1]",0,0,2707522,26930.109999999982,2,45,0,1,23,2,35,2,18,2
602,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707535,58027.29319999998,0,5,0,1,0,0,0,4,3,2
603,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707541,553124.0122999991,0,6,0,1,0,0,1,4,6,2
604,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707543,500979.3097000005,0,13,0,1,0,0,0,7,15,2
605,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707548,16184.287000000011,0,8,0,1,0,0,1,4,1,2
606,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707550,47651.65699999999,0,9,0,1,0,0,1,7,4,2
607,"[10.324833, 45.484794999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707555,41916.31649999996,1,45,0,1,30,0,34,8,23,2
608,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707561,381.5379000000022,0,1,0,1,0,0,0,0,1,2
609,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707567,10947.1483,0,3,0,1,0,0,1,1,0,2
610,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707581,1888.0683999999997,0,2,0,1,0,0,0,1,2,2
611,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707606,20213.268699999997,0,5,0,1,0,0,0,4,0,2
612,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707613,570477.4146998975,0,40,0,1,0,0,0,16,47,2
613,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707620,26972.292100000013,0,7,0,1,0,0,3,3,5,2
614,"[10.289939, 45.403142000000003]","[-1, -1]","[10.07363, 45.32302]","[-1, -1]",0,0,2707623,24878.14179999998,2,36,0,1,25,4,33,3,12,2
615,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707634,40462.621399999996,0,7,0,1,0,0,0,6,5,2
616,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707635,125.66599999999998,0,1,0,1,0,0,0,0,0,2
617,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707644,21251.998799999998,0,8,0,1,0,0,2,5,1,2
618,"[10.522289000000001, 45.582075000000003]","[-1, -1]","[10.532444, 45.562691999999998]","[-1, -1]",0,0,2707650,24087.705500000022,2,33,0,0,9,4,21,4,19,2
619,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707661,527772.3687999994,0,11,0,1,0,0,2,8,1,2
620,"[10.522128, 45.582030000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707663,18739.2405,1,29,0,0,10,0,14,2,13,2
621,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707670,558834.5238999986,0,12,0,1,0,0,1,10,4,2
622,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707679,503026.27429999993,0,9,0,1,0,0,2,6,5,2
623,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707680,461531.9895000002,0,4,0,1,0,0,0,3,2,2
624,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707681,419231.59000000014,0,8,0,1,0,0,2,5,1,2
625,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707683,2.4306,0,4,0,1,0,0,1,0,0,2
626,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707692,24495.948800000002,0,4,0,1,0,0,0,3,0,2
627,"[10.521966000000001, 45.581932000000002]","[-1, -1]","[10.533386999999999, 45.550547000000002]","[-1, -1]",0,0,2707700,32340.814299999958,2,37,0,0,6,3,15,6,22,2
628,"[10.522774999999999, 45.582433000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707720,9597.403900000001,1,22,0,0,6,0,8,3,5,2
629,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707723,529208.6866000002,0,7,0,1,0,0,2,4,3,2
630,"[9.8042119999999997, 45.495429000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707746,541972.7835,1,9,0,1,3,0,2,6,6,2
631,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707755,483672.72499999986,0,3,0,1,0,0,0,2,1,2
632,"[10.522981, 45.582051999999997]","[-1, -1]","[10.54752, 45.585259999999998]","[-1, -1]",0,0,2707757,5095.164299999996,2,43,0,1,12,6,42,0,0,2
633,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707758,112.31130000000003,0,2,0,1,0,0,1,0,2,2
634,"[10.521774000000001, 45.582430000000002]","[-1, -1]","[10.532957, 45.557518000000002]","[-1, -1]",0,0,2707773,25625.76679999999,2,40,0,0,11,6,27,2,19,2
635,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707777,11548.970499999992,0,4,0,1,0,0,1,2,0,2
636,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707785,31307.2891,0,4,0,1,0,0,0,3,4,2
637,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707787,508880.6303999999,0,7,0,1,0,0,1,6,1,2
638,"[10.045484, 45.109237999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707789,541720.6894999999,1,8,0,1,3,0,2,5,0,2
639,"[9.7749480000000002, 45.489209000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707805,120209.87779999968,1,22,0,1,2,0,2,3,20,2
640,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707806,32846.42079999996,0,4,0,1,0,0,2,1,0,2
641,"[10.522292, 45.582081000000002]","[-1, -1]","[10.532709000000001, 45.560521999999999]","[-1, -1]",0,0,2707808,23160.835600000017,2,40,0,0,7,4,25,1,25,2
642,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707811,412769.0546,0,6,0,1,0,0,1,4,3,2
643,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707813,456926.65210000036,0,12,0,1,0,0,0,11,0,2
644,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707814,316346.46209999797,0,8,0,1,0,0,0,7,4,2
645,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707816,50734.710399999996,0,5,0,1,0,0,1,3,1,2
646,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707831,671.4056000000002,0,1,0,1,0,0,0,0,1,2
647,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707877,372474.6422,0,8,0,1,0,0,0,7,5,2
648,"[10.285534, 45.405782000000002]","[-1, -1]","[10.371112999999999, 45.279921999999999]","[-1, -1]",0,0,2707880,5572.016199999951,2,50,0,1,34,17,51,0,1,2
649,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707881,282.06899999999996,0,3,0,1,0,0,2,0,1,2
650,"[9.7767959999999992, 45.650320999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707884,554741.4219000001,1,15,0,1,3,0,4,10,40,2
651,"[10.408341999999999, 45.473511999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707890,22898.06579999997,1,26,0,1,14,0,21,1,14,2
652,"[10.090976, 45.335414]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707906,614.1532999999996,1,26,0,0,13,0,13,0,1,2
653,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708083,20329.15369999998,0,5,0,1,0,0,2,2,2,2
654,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708114,562967.3149,0,5,0,1,0,0,1,3,2,2
655,"[10.325263, 45.484465999999998]","[-1, -1]","[10.384409, 45.481481000000002]","[-1, -1]",0,0,2708119,28387.931399999987,2,48,0,0,37,3,41,3,29,2
656,"[10.847216, 45.140456]","[-1, -1]","[10.875170000000001, 45.451022999999999]","[-1, -1]",0,0,2708313,530773.0544999995,2,25,0,1,3,6,6,18,55,2
657,"[9.7713570000000001, 45.664558]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708314,209514.57750000016,1,37,0,1,4,0,4,31,5,2
658,"[10.889149, 45.445633999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708322,51041.22689999995,1,14,0,1,3,0,6,6,23,2
659,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708459,523329.68550000014,0,4,0,1,0,0,0,2,6,2
660,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708474,775237.1516000003,0,3,0,1,0,0,0,2,3,2
661,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708528,14390.6609,0,12,0,0,0,0,1,4,3,2
662,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2708551,7921.0045,0,2,0,1,0,0,0,1,0,2
663,"[10.522339000000001, 45.582073000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708566,12688.235400000016,1,31,0,0,21,0,21,2,9,2
664,"[10.888973, 45.456232]","[-1, -1]","[10.579088, 45.202482000000003]","[-1, -1]",0,0,2708670,61575.318999999974,2,41,0,1,2,2,14,25,25,2
665,"[9.7714359999999996, 45.680117000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708684,541878.0700999991,1,12,0,1,5,0,7,4,4,2
666,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708712,639554.6704999992,0,3,0,1,0,0,1,1,3,2
667,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708721,42051.79939999998,0,7,0,1,0,0,2,4,1,2
668,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708760,432446.16040000046,0,11,0,1,0,0,2,8,3,2
669,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708895,8772.491100000007,0,3,0,1,0,0,1,1,0,2
670,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2708952,535603.2653000003,0,9,0,1,0,0,2,6,3,2
671,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2708985,4296.932799999999,0,2,0,0,0,0,0,1,0,2
672,"[9.8184839999999998, 45.641160999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709056,554287.7389000003,1,18,0,1,2,0,4,13,10,2
673,"[10.483541000000001, 45.618295000000003]","[-1, -1]","[10.860151999999999, 45.438243]","[-1, -1]",0,0,2709060,549423.0718,2,20,0,1,4,3,13,5,9,2
674,"[10.321558, 45.485478000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709079,354341.1641000005,1,21,0,1,2,0,5,15,3,2
675,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709104,846815.3563000001,0,11,0,1,0,0,2,8,1,2
676,"[10.8605, 45.438166000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709154,27678.370399999996,1,9,0,0,2,0,4,5,5,2
677,"[10.894174, 45.445030000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709160,147641.0543,1,16,0,1,5,0,4,11,4,2
678,"[9.7726509999999998, 45.651266999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709161,480196.0757000012,1,10,0,1,2,0,3,6,2,2
679,"[10.890769000000001, 45.445756000000003]","[-1, -1]","[9.7749469999999992, 45.650796]","[-1, -1]",0,0,2709163,374612.43109999987,2,23,0,1,9,3,7,15,10,2
680,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709219,56972.36869999997,0,10,0,0,0,0,2,7,1,2
681,"[10.893248, 45.445010000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709221,417425.5994999998,1,10,0,0,3,0,3,6,1,2
682,"[10.879163999999999, 45.455703]","[-1, -1]","[9.792484, 45.646911000000003]","[-1, -1]",0,0,2709224,551940.2893999997,2,20,0,1,3,3,7,12,9,2
683,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709273,28453.498399999997,0,4,0,1,0,0,1,2,0,2
684,"[10.858045000000001, 45.285381999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709284,38.89960000000001,1,18,0,0,15,0,15,0,0,2
685,"[9.7736009999999993, 45.739575000000002]","[0, 0]","[0, 0]","[0, 0]",0,0,2709295,21116.609699999983,1,39,0,1,17,0,12,26,38,2
686,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709310,71260.00789999995,0,11,0,1,0,0,2,8,2,2
687,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709332,431166.00660000026,0,18,0,1,0,0,6,10,4,2
688,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709333,433967.6834999999,0,18,0,1,0,0,6,10,10,2
689,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709375,681667.6086000004,0,8,0,1,0,0,2,5,1,2
690,"[10.894354, 45.443739000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709410,569173.6392999999,1,26,0,1,10,0,8,17,4,2
691,"[9.812227, 45.642611000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709411,551385.5898999994,1,20,0,1,3,0,5,14,4,2
692,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709415,554796.7763000003,0,10,0,1,0,0,3,6,2,2
693,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709417,509510.81769999897,0,14,0,1,0,0,4,9,5,2
694,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709490,41476.357499999984,0,6,0,1,0,0,3,2,0,2
695,"[9.8037130000000001, 45.600090000000002]","[-1, -1]","[9.7703249999999997, 45.592078999999998]","[-1, -1]",0,0,2709598,523544.11540000007,2,24,0,1,3,6,8,14,10,2
696,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709604,24829.69459999999,0,4,0,1,0,0,1,2,1,2
697,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709632,43.56999999999999,0,2,0,1,0,0,1,0,0,2
698,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709780,551409.7371000005,0,9,0,1,0,0,1,7,5,2
699,"[9.7733030000000003, 45.739441999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709841,758.6583,1,5,0,0,2,0,2,2,3,2
700,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2709845,3691.929199999999,0,3,0,1,0,0,0,2,1,2
701,"[10.879946, 45.413818999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709864,686310.4826000001,1,6,0,1,3,0,1,4,4,2
702,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709879,124.1745,0,2,0,1,0,0,1,0,1,2
703,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709908,642104.2375000002,0,7,0,1,0,0,1,5,0,2
704,"[9.7874060000000007, 45.679723000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2709915,596715.2100999999,1,23,0,1,3,0,6,16,1,2
705,"[9.8049339999999994, 45.644185999999998]","[-1, -1]","[10.870448, 45.414372]","[-1, -1]",0,0,2710042,580596.6866999986,2,20,0,1,4,2,13,6,2,2
706,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2710116,982924.2922999989,0,2,0,0,0,0,1,0,0,2
707,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2710118,516212.7195000005,0,18,0,1,0,0,2,15,16,2
708,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2710125,415911.02020000026,0,4,0,1,0,0,2,2,0,2
709,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2710129,518166.7110000002,0,16,0,1,0,0,4,10,13,2
710,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2710131,33367.0287,0,4,0,1,0,0,0,3,0,2
711,"[10.622605, 45.456209999999999]","[-1, -1]","[10.771644999999999, 45.149098000000002]","[-1, -1]",0,0,2710139,846.8181999999991,2,25,0,0,20,3,24,0,0,2
712,"[10.771722, 45.148916]","[-1, -1]","[10.758296, 45.133757000000003]","[-1, -1]",0,0,2710141,3291.2415000000033,2,40,0,0,26,2,37,0,8,2
713,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2710166,52833.27620000001,0,26,0,1,0,0,3,12,20,2
