,Coord_1_Casa,Coord_1_Lavoro,Coord_2_Casa,Coord_2_Lavoro,Giorni_al_1Lav,Giorni_al_2Lav,Id_Term,Km_Percorsi,N_Case,N_Giorni_Pres,N_Lavori,N_Soste_Univ,Notti_1Casa,Notti_2Casa,Notti_In,Notti_Out,Trans_Confine,Veh_Type
1253,"[10.227147, 45.660854999999998]","[-1, -1]","[10.437150000000001, 45.571922000000001]","[-1, -1]",0,0,2725033,14015.547599999958,2,60,0,1,56,11,68,4,1,2
1254,"[10.519280999999999, 45.587957000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725034,3523.4814000000015,1,23,0,1,23,0,24,0,6,2
1255,"[10.520217000000001, 45.549081000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725035,5456.274899999995,1,17,0,0,14,0,15,0,7,2
1256,"[10.259976, 45.646259000000001]","[-1, -1]","[10.520291, 45.549086000000003]","[-1, -1]",0,0,2725042,1919.6909999999925,2,27,0,1,24,12,36,0,0,2
1257,"[10.501645999999999, 45.550528999999997]","[-1, -1]","[9.8797239999999995, 45.592536000000003]","[-1, -1]",0,0,2725043,7580.449900000059,2,55,0,1,45,11,55,1,1,2
1258,"[10.520282, 45.549163999999998]","[-1, -1]","[10.408645999999999, 45.496831999999998]","[-1, -1]",0,0,2725051,24349.774999999994,2,34,0,1,21,5,33,2,20,2
1259,"[10.193961, 45.636156999999997]","[-1, -1]","[10.205131, 45.537751]","[-1, -1]",0,0,2725053,2774.5749000000073,2,59,0,2,61,33,93,1,0,2
1260,"[10.084497000000001, 45.576182000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725055,409.69669999999996,1,20,0,0,18,0,18,0,0,2
1261,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725056,536122.0789,0,33,0,1,0,0,2,30,20,2
1262,"[10.262898, 45.645949999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725057,2912.7469999999907,1,45,0,1,44,0,44,0,0,2
1263,"[10.508323000000001, 45.501435000000001]","[-1, -1]","[10.520377, 45.549208]","[-1, -1]",0,0,2725058,6858.102599999972,2,44,0,1,40,17,58,1,6,2
1264,"[10.259881, 45.646090000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725061,395.0181999999998,1,27,0,0,24,0,25,0,0,2
1265,"[10.261039, 45.647129999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725062,639.4092999999998,1,45,0,0,45,0,45,0,0,2
1266,"[10.260327, 45.645884000000002]","[-1, -1]","[10.195176, 45.645575000000001]","[-1, -1]",0,0,2725063,2183.4542000000024,2,48,0,0,41,5,46,0,0,2
1267,"[10.204416999999999, 45.537804999999999]","[-1, -1]","[9.8814229999999998, 45.592652999999999]","[-1, -1]",0,0,2725065,2211.055100000001,2,29,0,1,28,11,40,0,0,2
1268,"[10.520318, 45.549264000000001]","[-1, -1]","[10.408635, 45.496920000000003]","[-1, -1]",0,0,2725066,14346.867099999943,2,31,0,1,20,3,29,2,6,2
1269,"[10.515297, 45.538193]","[-1, -1]","[10.51999, 45.548555]","[-1, -1]",0,0,2725067,23653.663500000017,2,57,0,0,40,3,46,9,3,2
1270,"[10.206734000000001, 45.555]","[-1, -1]","[10.419737, 45.547952000000002]","[-1, -1]",0,0,2725068,13033.975099999909,2,27,0,0,18,3,24,0,27,2
1271,"[10.259917, 45.646093]","[-1, -1]","[10.194623999999999, 45.645710999999999]","[-1, -1]",0,0,2725069,2460.9357000000055,2,45,0,0,30,14,44,0,0,2
1272,"[10.205128, 45.537568]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725070,788265.0500000069,1,37,0,2,21,0,22,34,0,2
1273,"[10.124304, 45.458387999999999]","[-1, -1]","[10.205136, 45.537784000000002]","[-1, -1]",0,0,2725071,5010.059800000011,2,52,0,2,43,14,60,1,2,2
1274,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725072,217.14340000000013,0,3,0,1,0,0,1,0,0,2
1275,"[10.20458, 45.537685000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725073,362.7492000000002,1,6,0,0,3,0,4,0,0,2
1276,"[10.205212, 45.537726999999997]","[-1, -1]","[10.231382, 45.594639999999998]","[-1, -1]",0,0,2725074,991.5214999999981,2,24,0,23,21,2,23,0,0,2
1277,"[10.520353, 45.549137000000002]","[-1, -1]","[10.408568000000001, 45.496884000000001]","[-1, -1]",0,0,2725075,8686.794000000016,2,28,0,0,18,2,25,1,5,2
1278,"[10.090375, 45.335054]","[-1, -1]","[10.006546, 45.128951000000001]","[-1, -1]",0,0,2725076,3679.618300000003,2,20,0,0,14,3,18,0,3,2
1279,"[9.9417840000000002, 45.633572000000001]","[-1, -1]","[10.204921000000001, 45.538218999999998]","[-1, -1]",0,0,2725078,2269.368900000003,2,23,0,1,21,7,28,0,0,2
1280,"[10.115788999999999, 45.559283999999998]","[-1, -1]","[10.205507000000001, 45.537816999999997]","[-1, -1]",0,0,2725080,1968.573699999989,2,57,0,4,55,33,87,1,0,2
1281,"[10.204542, 45.537779999999998]","[-1, -1]","[10.463789, 45.563797999999998]","[-1, -1]",0,0,2725083,4690.423699999994,2,18,0,0,11,2,16,0,3,2
1282,"[10.209213, 45.555076]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725086,734010.4282000023,1,37,0,1,4,0,4,36,0,2
1283,"[10.149853, 45.520955999999998]","[-1, -1]","[10.209333000000001, 45.555709999999998]","[-1, -1]",0,0,2725090,2585.889999999996,2,60,0,1,47,20,77,1,0,2
1284,"[10.461273, 45.547978999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725092,789.6292999999978,1,17,0,0,16,0,16,0,0,2
1285,"[10.206661, 45.555048999999997]","[-1, -1]","[10.228358999999999, 45.549272000000002]","[-1, -1]",0,0,2725093,8532.695900000015,2,11,0,0,4,2,6,1,3,2
1286,"[9.9287759999999992, 45.666063999999999]","[-1, -1]","[10.2052, 45.537712999999997]","[-1, -1]",0,0,2725095,14363.151699999484,2,61,0,1,59,25,83,3,2,2
1287,"[9.9341460000000001, 45.546734000000001]","[-1, -1]","[10.437196999999999, 45.571835999999998]","[-1, -1]",0,0,2725098,7813.332999999996,2,30,0,1,30,5,36,0,8,2
1288,"[10.204700000000001, 45.537838000000001]","[-1, -1]","[10.414031, 45.557478000000003]","[-1, -1]",0,0,2725099,10959.027799999976,2,25,0,0,23,2,26,1,7,2
1289,"[10.437761999999999, 45.571677999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725100,376.7413999999998,1,16,0,0,14,0,14,0,1,2
1290,"[9.9018289999999993, 45.607050999999998]","[-1, -1]","[10.437112000000001, 45.572189000000002]","[-1, -1]",0,0,2725101,14877.140999999985,2,61,0,1,59,16,74,1,48,2
1291,"[10.081617, 45.584456000000003]","[-1, -1]","[10.043293999999999, 45.542312000000003]","[-1, -1]",0,0,2725102,3335.0609999999897,2,61,0,1,56,4,66,1,0,2
1292,"[10.206753000000001, 45.555239999999998]","[-1, -1]","[10.252370000000001, 45.477013999999997]","[-1, -1]",0,0,2725105,4690.694600000006,2,26,0,1,21,2,23,0,9,2
1293,"[10.43746, 45.571827999999996]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725106,1369.611099999995,1,36,0,1,33,0,34,0,0,2
